calificacion,comentarios
 , 
 , 
10,Todo a tiempo y presiso
 , 
 , 
10,Excelente servicio
 , 
9,Ninguna
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
6,"La falta de comunicación con mi asesor, la atención presencial muy buena"
9,Ninguna
 , 
 , 
10,Tiempo de entrega
 , 
 , 
 , 
 , 
 , 
 , 
10,Espectacular
 , 
 , 
 , 
 , 
 , 
 , 
 , 
10,Todo excelente
 , 
 , 
 , 
 , 
8,El asesor muy amable
10,Todo en orden
8,La caja es muy lenta
 , 
10,Todo bien
 , 
10,Siempre buena atención
10,Siempre son muy honesto  por eso siempre traigo aquí mis carros
8,Falta de atención en tiempo de entrega
 , 
9,La tardanza para poder entregar
10,Buen servicio
1,no quiso responder encuesta
8,"Solo califica, sin comentarios "
,Se envia whatsapp
8,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
6,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
6,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
6,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
6,"Solo califica, sin comentarios "
8,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,estoy muy satisfecho la experiencia es muy buena la marca me ha resultado excelente ya que antes preferiría otrá la más reciente fue Nissan
6,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
6,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
6,"Demasiada vuelta para expedir un pago y factura, tiempo de entrega del vehículo después del servicio más de 30 min, cada servicio es lo mismo, no entregan la factura, y los servicios muy elevados en comparación con otras agencias"
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,Los recomiendo
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
10,Los recomiendo
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8,"Me entregaron mi vehículo con manchas de pegamento en 3 cristales , como si hubieran pegado hojas , tener cuidado con esos detalles"
,
10 y 6 ,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,Todo muy bien muy buena atención y si los recomendaría y como comentario donde yo trabajaba ahí llevavamos los vehículos desde hace 15 años y todo excelente servicio
10,"Solo califica, sin comentarios "
,numero equivocado 
,numero equivocado 
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
8,"Muy buena atención en general, los costos por cambio de balatas fueron muy elevados en comparación con el mercado."
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,numero equivocado 
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,"Todo bien, excepto por el tiempo que tardaron en entregarme la unidad. Me citaron a las 3, salí de la agencia 4:15. Estuve bastante tiempo en espera de que me atendieran y hasta que ya desesperada, me acerque a una señorita, fue que me dieron seguimiento."
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8,"Al momento de entrgar la camioneta  comente que por favor checaran los chispeadores del agua delanteros y cuando me hicieron la entrega no lo habian revisado, la persona debe anotar lo requerido, la persona que me la entrego fue muy amable e hicieron la revision y los correctivos"
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Sin contacto del cliente 
,Se envia whatsapp
,Se envia whatsapp
6,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,5CM
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
6,Me lo entregaron sin el tapón del depósito del agua de los limpiadores
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
6,Precios 
,Se envia whatsapp
8,"no le notificaron adicionales y le llegó un mensaje de la aplicación en donde mencionaba que no había autorizado, correo incorrecto "
,Se envia whatsapp
10,Lo único malo de éste día que fuí al servicio de mi vehículo fue la mala atención a la hora de la entrega me dejó solo el asesor y le prestaba más atención a su amigo hasta perfumes le regaló y a mi me dejó solo y ni se despidió de mi fue una descortesia de su parte
8,4CM/ Solo califica sin comentarios
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,numero equivocado 
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Sin contacto del cliente 
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,5CM 
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,5CM se envía whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
6,"Solo califica, sin comentarios "
,numero equivocado 
,numero equivocado 
10,"Solo califica, sin comentarios "
6,El ajustador o Kien me atendió no contesta lo k se me indica lo k Kieren saber mis jefes el cono tuve k regresar como la ves pasada no se lo kitan y la verdad no hubo mantenimiento como tal motor todo polveado solo una limpiada por fuera muy mal servicio
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
6,1 el tiempo 2 inexistencia de diagnostico y pruebas 
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
6,"Solo califica, sin comentarios "
,Se envia whatsapp
6,Los precios son muy altos 
,3CM
,Se envia whatsapp
8,Tiempos de entrega 
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,5CM
,Llamar el lunes a medio día 
,Se envia whatsapp
8,"Nada, sigan igual "
,5CM
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8,4CM/ Solo califica sin comentarios
,Se envia whatsapp
6,Me entregaron mi coche y se descompuso a la hora porque se safo una manguera
10,"Los recomiendo totalmente 10 de calificación, personal muy comprometido. Saludos"
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
8,"oy clienta de mucho años y la atención en el área de servicios no es como acostumbra Surman Anzures, más atención en el seguimiento de información del estado de los vehículos que se dejan para los diferentes servicios, gracias por tomarme en cuenta"
,Se envia whatsapp
,Sin contacto del cliente 
,3CM
,5CM
,Se envia whatsapp
,Se envia whatsapp
,5CM
,Se envia whatsapp
,Se envia whatsapp
,numero equivocado 
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,5CM
,Se envia whatsapp
6,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,numero equivocado 
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
6,"Les hace falta más atención al cliente y son de poco confiar al no demostrar las piezas que son cambiadas en los servicios, mínimo deberían de tomar fotos antes y después de cada servicio o un video en el proceso del mismo"
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,4CM/ se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
6,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
8,"Manejar los horarios, A mí me citaron a una hora y me atendieron después en mi primera cita"
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Sin contacto del cliente 
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
6,El servicio que lleve el auto era cambio de aceite y filtro así como la revisión de 15 puntos del auto no es posible que se lleve al servicio y no te entreguen como está el carro y solo el asesor te diga está bien la pregunta es bien de que y solo hasta que yo pregunto me diga a si la batería ya se debe cambiar solo comentarios nada por escrito y la actitud del asesor al ser cuestionado respondiendo mal uno busca soluciones
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,numero equivocado 
10,"Solo califica, sin comentarios "
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
6,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,numero equivocado 
,Filiales
,Se envia whatsapp
,Filiales
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,Se envia whatsapp
,Se envia whatsapp
10,"Solo califica, sin comentarios "
,Se envia whatsapp
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Descuento a empleado 
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8,"Solo califica, sin comentarios "
,Se envia whatsapp
6,"No recibí el trato de cliente desde el inicio señalando que veníamos de otro lado, me hicieron esperar 1 hr para recibir mi vehículo hasta que hablé a atención a clientes, en 2 minutos hicieron lo que en 1 hr no, el diagnóstico que me entregaron no sirvió de nada ya que no me explicaron que tenía mi vehículo el diagnóstico nunca lo compartieron conmigo solo me dijeron que era combustible de mala calidad , el auto me lo entregaron funcionando y me obligaron ya sabiendo que encendía a llevar una grúa para que pagara obviamente un servicio que no ocupaba o no era necesario, la camioneta volvió a presentar la misma falla ahora en Pachuca hidalgo, la encargada del servicio se molestó porque marque a servicio a clientes pésima para dar la cara al cliente poco profesionales, nada de explicación de la falla del vehículo pagué 3 mil pesos por un diagnóstico que no supieron explicarme."
6,"Solo califica, sin comentarios "
10,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,todo bien
9,todo muy bien
10,todo bien
9,todo bien
9,Que a la hora que me ha en mi cita ya se encuentre el asesor.  Y no tener que esperarlo
10,todo bien
9,todo bien
9,todo bien
10,La atención y amabilidad
9,todo bien
10,todo muy bien
10,todo bien
10,todo bien
10,todo bien
10,nada
10,"Todo muy bien ,con la puntualidad"
10,Me parece muy bueno el servicio
10,Todo de maravilla muy atentos todos
9,todo bien
2,Pésima comunicación para mandar cotizaciones
10,todo bien
10,Todo muy bien
10,todo bien
 , 
 , 
 , 
 , 
 , 
10,todo muy bien
1,"Se tardaron mucho con mi pieza,la atención es bueno solo eso"
8,Ninguna
9,todo muy bien
9,Ninguna
10,todo muy  bien
9,todo bien
9,todo bien
9,El tiempo de entrega hacerlo más corto
10,todo bien
10,Amabilidad
10,"Ninguna,todo bien"
10,todo bien
10,Todo bien
10,Estuvo excelente
,"Aun no se como quedo la unidad,me atendieron bien"
10,Excelente atención de todos
6,La atención al cliente en general
10,He estado muy satisfecho con la unidad y atención
9,Estuvo excelente la atención
10,"No,ninguna"
10,Todo bien
2,"Que contesten llamadas,correos,brindar información de mi unidad"
9,todo bien
5,"Con yaz todo muy bien, solo necesitamos probar la unidad."
10,todo bien
10,Todo bien
10,todo muy bien
9,tiempo de diagnostico
10,excelente servicio*
1,No quiso contestar encuesta
9,Ninguna
10,todo bien
9,todo muy bien
9,Todos muy amables
10,Todo bien
9,Excelente
9,todo bien
9,Todo bien
9,todo bien
10,Todo muy bien
8,todo bien
9,todo bien
10,Solo tener más contacto con el cliente para seguimiento
10,Una super atención y todo a tiempo
 , 
9,Ninguna
10,Muy bien fue rápido
9,todo bien
9,todo bien
10,todo bien
 , 
 , 
 , 
 , 
10,Todo bien buena comunicación
10,Todo estuvo bien
9,nada
10,todo muy bien
10,todo bien
10,Ninguna
10,Todo bien y excelente atención.
10,todo bien
9,bien
10,Ninguna
10,Excelente atención
10,Muy amables todos
4,Que si  el carro aun no tiene el kilometraje de 10000 no se le haga servicio
10,Todo bien
10,La Calidad y calidez del del servicio
10,Todo bien
9,todo bien
8,Solo los tiempos no se respetan mucho
9,Cuando pongan el tratamiento de lavado premiun no poner tango para no mancharse
10,Muy buena atención
10,Seguir dando un buen servicio
10,Ninguna
10,todo bien
10,Todo bien
10,Todo estuvo perfecto
10,Ninguna
10,Todo bien
10,Ninguna
 , 
 , 
10,Todo  muy bien
 , 
9,"Con respecto al personal todo excelente,me asesor bien"
8,Todo bien
10,Muy buena la atención por parte de todos
10,Todo muy bien Excelente
 , 
 , 
 , 
10,Todo en orden
 , 
 , 
10,Todo muy bien
9,todo bien
9,bien
 , 
7,Precios
8,Los horarios de entrega
9,Bien  solo que en caja nos tardamos un poco
10,Todo en orden
10,Todo muy bien
10,Todo bien
10,Excelente servicio
10,Todo  perfecto
10,Excelente servicio
10,Todo bien
6,Mejorar los tiempos en refacciones
 , 
 , 
7,Se tardaron una semana en diagnosticar y traer batería
 , 
10,Angel es perfecto
 , 
9,Ser puntuales con sus citas
8,El tiempo de entrega
9,El tiempo de entrega en recepción
10,"Ninguna, todo bien"
9,Ninguna
9,Ninguna
10,Niinguna
10,Ninguna
 , 
 , 
 , 
 , 
9,todo bien
 , 
9,todo bien
 , 
 , 
 , 
 , 
10,Todo bien
9,"Solo las refacciones se tardaron mucho ,tener más surtido en refacciones"
 , 
 , 
9,Ninguna
9,nada
10,todo bien
 , 
 , 
 , 
 , 
10,Todo muy bien
6,Muy buena
 , 
 , 
10,Desde la llegada todo excelente
10,Todos muy amables
 , 
 , 
 , 
10,Me atendieron bien
10,Excelente servicio
 , 
8,Ninguna
 , 
10,Sin comentarios .
 , 
10,Que pongan estacionamiento para clientes
9,Todo bien en tiempo y forma
 , 
9,bien
 , 
10,Que conteste el celular el asesor
7,Los mensajes con mi asesor no se contestaron.
8,"Si la atención,falta mucha atención ya que no todos son muy serviciales y el tiempo de entrega que sea puntual"
 , 
10,Solo que contesten las llamadas
9,nada
10,Todo estuvo muy bien
10,Todo bien
9,Tiempo de espera
 , 
10,Atencion
 , 
 , 
10,Todo bien
 , 
10,Solo la disponibilidad de piezas  y cuidar más el lavado ya que rajaron un poco el carro con yazareth todo muy bien
 , 
 , 
10,Ninguna
 , 
10,Todo muy bien
9,ha sido bastante  bueno
10,Todo excelente
10,Muy bien
10,"No,todo estuvo bien"
10,"Ninguna, todo bien"
9,La caja es muy tardada del resto todo perfecto a
 , 
10,Solo tiempo de espera
10,La buena atención
 , 
 , 
 , 
6,Más atención en los pequeños detalles que pasan y de la unidad en servicio
 , 
 , 
 , 
 , 
 , 
 , 
10,El costo del servicio bajarlos
 , 
 , 
10,La atención siempre es muy buena
 , 
10,Estuvo bien
 , 
10,Todo excelente
10,No veo problemas
 , 
10,Todo bien muy amables
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
8,Tiempos de entrega
 , 
 , 
 , 
10,"Todo muy bien,excelente servicio y atención de yazareth muy amable"
 , 
 , 
 , 
 , 
 , 
10,Esta bien el servicio muy eficiente
 , 
 , 
10,Todo bien
 , 
9,"Todo bien,solo el tiempo de entrega muy tardado"
 , 
 , 
5,"No me dieron retro de mi unidad,no me contestaba mi asesora por llamada ni por mensaje"
 , 
9,El tiempo de entrega
10,"Todo bien con Fernando ,solo las piezas caras"
10,Todo muy bien
10,Todo estuvo muy bien.
10,Todo bien
 , 
10,Excelente servicio
10,Ninguna
 , 
10,Excelente atención
10,Excelente atención
9,Ser más rápida la entrega
9,Estuvo bien el asesor
 , 
 , 
10,Todo muy bien felicidades
10,todo bien
9,todo bien
 , 
9,Excelente servicio
10,"Todo muy bien,no quiso proporcionar correo ni número celular"
10,Solo el tiempo de entrega ser más rápido
10,Estuvo muy bien
10,Excelente servicio
10,Muy ágil y amable mi asesor
 , 
 , 
10,Muy adecuada la atención del asesor muy atento.
 , 
10,Bien la atención
 , 
10,"No me  agrado la atención de mi asesor,desde que llegué ya que me atendieron 10 min más tarde de mi cita,llegue y me ignoro ateniendo a otro cliente que llegó después de mi"
10,Muy buena atención del asesor y quedó muy bien mi unidad
10,"Ninguna,todo bien"
 , 
 , 
10, 
 , 
 , 
 , 
 , 
 , 
 , 
8,nada
 , 
10,"Ninguno, gracias"
10,Todo bien
 , 
2,"Fue muy difícil contactar con mi asesor,mucho tiempo no fue grata la experiencia."
 , 
5,La tardanza para recibir y entregar
10,"Todo estuvo muy bien,solo para hacer la cita por WhatsApp se tardaron un poco"
10,Fue buena
10,Hice poco tiempo para la recepción y entrega de mi unidad muy bien
10,Todo bien
 , 
8,no me dieron solución a mi tema de consumo de gasolina
4,Sin comentarios
10,Buena atención
 , 
 , 
 , 
8,Todo bien
8,No me responden mis llamadas y la unidad que me entregaron estaba sucias
9,"Con mi asesor Fernando excelente,solo no me gustó que me dejaran en visto al indicarme que tenía cita tuve que volver a llamar para hacerla."
8,Que laven bien los vehículos
 , 
 , 
 , 
10,Todo bien
 , 
 , 
 , 
 , 
9,nada
 , 
9,todo bien
10,Muy rápido con el tiempo
 , 
10,Todo excelente
10,Todo bueno
10,El servicio es excelente
10,Excelente por parte del asesor Fernando
10,"Todo muy bien ,buena atención"
9,todo bien
10,"nada,todo bien"
 , 
10,Todo perfecto
10,Todo bien
10,Excelente
10,"No,todo bien"
10,Execelente servicio
10,"No,todo bien"
 , 
 , 
9,Todo muy bien
10,Excelente servicio
9,nada
9,Todo bien
9,todo bien
10,Todo muy bien excelente
9,nada
 , 
10,"ninguno,todo bien"
9,todo bien
10,Todo estuvo excelente
 , 
10,todo bien
10,"Todo está bien,buen servicio"
10,Excelente
9,Actualizar los vostos en la pagina
10,todo bien
10,"Todo bien,excelente ágil y rápido"
 , 
 , 
 , 
10,Todo muy bien
10,Muchas gracias
10,"No,todo excelente"
10,Para mí estuve muy atendida y al atención de Fernando muy bien
10,Todo esta perfecto
 , 
 , 
 , 
 , 
 , 
9,"Del servicio ningún comentario,con el asesor todo perfecto"
10,Solo un poco más de seguimiento
 , 
8,"El asesor debería de presentarse,buen servicio,"
10,Todos son muy atentos y nos queja de eso.
9,"Todo bien,nunca he tenido ningún problema"
7,"Al momento de hacer la cita todo bien,pero la actitud de mi asesor no me agrado parece que me está regañando"
10,Siempre he tenido buena atención por parte de ustedes
10,Muy buen servicio
 , 
10,"Ninguna,todo bien"
 , 
 , 
 , 
 , 
 , 
 , 
9,"Todo bien,solo la hora de entrega ser más puntuales"
7,Subieron muchos los precios
 , 
10,Todo bien todo perfecto
10,Todo bien *
6,Tiempos de recepción y entrega
 , 
10,El  buen trato al cliente
 , 
 , 
10,Me atendieron en tiempo y forma muy bien
 , 
10,Todo bien
 , 
 , 
10,El servicio muy bueno
10,Bien
 , 
10,Ampliar el horario de recepción para el servicio
 , 
10,"Todo muy bien,solo tener un registro de los servicios que ya están pagados."
10,"Amabilidad, tiempo de servicio"
9,El proceso de facturación me hizo realizar dos veces la fila en la caja principal de pago
 , 
 , 
6,Falta comunicación tengo que estar preguntando
10,Mantener la puntualidad
8,Ninguna
10,Ninguna
10,"Todo bien, gracias"
 , 
 , 
10,Todo ok
8,Solo corregir la plataforma de aviso de termino de servicio
10,"no,está bien"
10,Bajar los precios
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
10,todo bien
 , 
 , 
 , 
 , 
 , 
10,todo bien
10,todo muy bien
10,todo muy bien
 , 
9,todo bien
9,todo bien
9,nada
9,Atención al cliente
10,Todo excelente
10,Buena
10,Todo bien
10,Todo muy positivo
10,Todo muy bien excelente servicio como siempre
10,Todo bien
 , 
 , 
10,Todo bien
 , 
10,todo bien
 , 
10,todo bien
10,Muy buena
10,No tengo queja me recibieron a buen tiempo
 , 
10,todo bien
10,todo bien
10,Excelente
9,Excelente
10,Todo bien
9,Me reservo
9,Buena
 , 
8,un poco tardada la entrega
10.0,Solo califica sin comentarios 
6.0,Preguntar a fernanda sobre los conarios del cliente 
10.0,Todo perfecto 
6.0,califica por HyP en cuanto a servicio todo bien 
,Sin contacto del cliente 
,No contesta 
,esta ocupado no continua con la llamada 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
8.0,Estaría genial q tuvieran servicio de pasar por la unidad al domicilio
,No contesta/ no contesta
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Se envía whatsapp
6.0,El carro me lo entregan en 5minutosPero pagar más de media horaTres cajas una para ricos Y dos para mortales Los cajeros parecen burócratas
6.0,"Pues no te alegres porque me pusieron otros tapetes más viejos que los míos, cómo reclamo?"
8.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Todo bien 
,Se envía whatsapp
,No contesta 
,Numero no disponible
,Manda a buzón
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
6.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,No contesta 
6.0,Solo califica sin comentarios 
8.0,Solo califica sin comentarios 
8.0,En la entrega no dan detalles de lo que se realizó ni oportunidad de resolver dudas del servicio y dejaron el interior del carro lleno de producto grasoso
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,Colgó
,Numero equivocado
,No contesta 
,No contesta 
6.0,"Le entregaron la unidad con un golpe en la parte trasera y no le notificaron, se dio cuenta hasta que llegó a su domicilio/ pide estatus de otra unidad que tiene pendiente por motor "
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,No contesta 
8.0,"no hubo seguimiento, no fueron proactivos"
10.0,Les doy un 10
,Sin contacto del cliente 
,No contesta 
,No contesta 
,"No puede atender la llamada, está en junta "
10.0,todo excelente
10.0,Solo califica sin comentarios 
,"No se encuentra, llamar en otro momento "
6.0,"buena atencion, noquiere dar mas comentarios referente a su calificación "
